canonical_smiles,is_coumarin,CYP2C9_pXC50,Factor_XIIa_pXC50,Factor_Xa_pXC50,HSA_pXC50,Thrombin_pXC50,VKORC1_pXC50
CCN(C)[C@H](C)[C@@H](c1ccc2cc(OCC3(C(=O)O)CCCC3)ccc2c1)n1ccnc1,False,5.301029995663981,,,,,
CCN(C)c1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,False,,,9.30102999566398,,,
CCN(C1CCCCC1)[C@@H](CC(=O)O)C(=O)N1CCCCC1CCOC1CCN(C(=N)N)CC1,False,,,,,7.795880017344075,
CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1c(Cl)cccc1Cl,False,6.096910013008056,,,,,
CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1c(F)cccc1F,False,5.096910013008056,,,,,
CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ccccc1Cl,False,5.198970004336019,,,,,
CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ccccc1S(C)(=O)=O,False,4.638272163982407,,,,,
CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ncccc1Cl,False,4.853871964321762,,,,,
CCN(CC)C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,8.0,,,
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,False,5.3979400086720375,,,,,
CCN(CC)C(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,False,5.0,,,,,
CCN(CC)C(=O)CN[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C1CCCCC1,False,,,,,9.508638306165729,
CCN(CC)C(=O)CN[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1)C1CCCCC1,False,,,,,7.744727494896693,
CCN(CC)C(=O)CN[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1Cl)C1CCCCC1,False,,,,,7.698970004336019,
CCN(CC)C(=O)CN[C@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C1CCCCC1,False,,,,,9.508638306165729,
CCN(CC)C(=O)Cn1cc(C(=O)C(=O)NCCCn2ccnc2)c2ccccc21,False,,,,,4.301029995663981,
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,False,5.0,,,,,
CCN(CC)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,False,,,7.619788758288394,,,
CCN(CC)C(=O)[C@H](CCCN=C(N)N)NC(=O)c1ccc(OC)c(OCCc2ccc(Cl)cc2Cl)c1,False,,,6.815308569182402,,,
CCN(CC)C(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1,False,,,8.537602002101044,,,
CCN(CC)C(=O)c1cc(-c2cccs2)nc2c1c(C)nn2-c1ccccc1C,False,5.0,,,,,
CCN(CC)C(=O)c1cc(-c2ccnn2C)nc2c1c(C(F)F)nn2-c1ccccc1,False,5.251811972993799,,,,,
CCN(CC)C(=O)c1cc(-c2ccnn2C)nc2c1c(C)nn2-c1ccccc1,False,5.356547323513812,,,,,
CCN(CC)C(=O)c1cc(-c2ccnn2CC)nc2c1c(C)nn2-c1ccccc1,False,5.823908740944319,,,,,
CCN(CC)C(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,False,,,5.366531544420414,,5.0,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2C(=O)OC)c1,False,,,6.920818753952375,,7.795880017344075,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2C(=O)OCCCc2ccccc2)c1,False,,,5.443697499232712,,6.180456064458132,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2CCCCCc2ccccc2)c1,False,,,4.585026652029182,,5.301029995663981,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)N(C)C)[C@H]2C3)c1,False,,,4.698970004336019,,4.958607314841775,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)OC)[C@H]2C3)c1,False,,,5.657577319177793,,7.301029995663981,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)OCCCc4ccccc4)[C@H]2C3)c1,False,,,5.431798275933005,,6.886056647693163,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(CCCCCc4ccccc4)[C@H]2C3)c1,False,,,4.301029995663981,,5.301029995663981,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(COC(C)=O)[C@H]2C3)c1,False,,,4.853871964321762,,4.920818753952375,
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(S(=O)(=O)c4ccccc4)[C@H]2C3)c1,False,,,7.130768280269024,,7.795880017344075,
CCN(CC)C(=O)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,False,,,6.161150909262744,,,
CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,False,5.0,,,,,
CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c1nnnn1C(C)(C)C,False,5.614393726401688,,,,,
CCN(CC)CC(=O)N=S(C)(=O)c1ccc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,8.468521082957745,,,
CCN(CC)CC(=O)N=S(C)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,8.818194010053928,,4.698970004336019,
CCN(CC)CC.NC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,False,4.522878745280337,,,,,
CCN(CC)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,False,,,10.69897000433602,,,
CCN(CC)CCCN(Cc1cc2cc3c(cc2nc1O)OCO3)C(S)=Nc1ccccc1OC,False,,,,,4.301029995663981,
CCN(CC)CCN(C)C(=O)N(C1CCCN(c2ccc(-c3ccccc3S(C)(=O)=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,False,,,8.958607314841775,,,
CCN(CC)CCN(C)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)c1Cl,False,,,9.2839966563652,,6.920818753952375,
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,False,4.0,,,,,
CCN(CC)CCN1C(=O)N(c2cccc(C(F)(F)F)c2)C(C)=C(C(C)=O)[C@H]1c1ccc(C#N)cc1,False,4.301029995663981,,,,,
CCN(CC)CCc1cnc(N2CCn3c(C)cc4c(-c5ccc(C)cc5)c([C@H](OC(C)(C)C)C(=O)O)c(C)c2c43)nc1,False,4.698970004336019,,,,,
CCN(CC)C[C@@H](O)CSc1c(O)nc2ccc(C(F)(F)F)cc2c1-c1cc(Cl)ccc1O,False,4.295163393788596,,,,,
CCN(CC)C[C@H](Cc1ccccc1)Nc1ccncc1S(=O)(=O)N[C@@H](Cc1ccc(N)cc1)C(=O)N1CCC(CCF)CC1,False,,,,,7.346787486224656,
CCN(CC)C[C@H](O)CSc1c(O)nc2ccc(C(F)(F)F)cc2c1-c1cc(Cl)ccc1O,False,4.424119684319354,,,,,
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,False,4.301029995663981,,,,,
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,False,4.207608310501746,,,,,
CCN(CC)Cc1cc2ccccc2n1-c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,False,,,5.268845932714155,,,
CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1,False,,,4.0,,,
CCN(CC)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,7.455931955649724,,4.958607314841775,
CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,False,4.1249387366083,,,,,
CCN(CC)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)cc1,False,,,9.958607314841776,,7.013228265733755,
CCN(CC)Cc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1,False,,,10.096910013008056,,,
CCN(CC)Cc1ccccc1N1CCC(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)CC1,False,,,9.585026652029182,,,
CCN(CC)Cc1ccccc1Sc1ccccc1.O=C(O)/C=C\C(=O)O,False,,,,,4.301029995663981,
CCN(CC)Cc1cccn1-c1cc(F)c(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)c(F)c1,False,,,5.790236902212115,,,
CCN(CC)Cc1cccn1-c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)c(F)c1,False,,,7.043711746009332,,,
CCN(CC)Cc1cccn1-c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,False,,,7.347863809601389,,,
CCN(CC)Cc1csc(-c2ccc(N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O)cc2)n1,False,,,6.800908278372184,,,
CCN(CC)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,False,,,9.494850021680094,,5.823908740944319,
CCN(CC)S(=O)(=O)c1ccc(C(=O)NCC(c2cccs2)N2CCOCC2)cc1.Cl,False,,4.301029995663981,,,,
CCN(CC)S(=O)(=O)c1ccc2c(c1)c(=O)c(C(=O)NCc1ccc3c(c1)OCO3)cn2C,False,,,,,6.06948395166706,
CCN(CC)S(=O)(=O)c1ccc2c(c1)c(=O)c(C(=O)NCc1ccco1)cn2C,False,,,,,5.669117684975637,
CCN(CC)S(=O)(=O)c1ccc2c(c1)c(=O)c(C(=O)NCc1cccs1)cn2C,False,,,,,7.480697150764572,
CCN(CC)S(=O)(=O)c1cccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1,False,,,,,4.301029995663981,
CCN(CC)S(=O)(=O)c1ccccc1-c1ccc(C(=O)N[C@@H](CCCN=C(N)N)B2O[C@@H]3CC4CC(C4(C)C)[C@]3(C)O2)c(C)c1,False,,,,,9.443697499232712,
CCN(CC)[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(OC)C2)c1,False,4.6020599913279625,,,,,
CCN(CC)c1ccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c(O)c1,False,,,4.6020599913279625,,4.045757490560675,
CCN(CC)c1ccc(/C=N/NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1,False,,4.301029995663981,,,,
CCN(CC)c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,False,,,6.568636235841013,,,
CCN(CC)c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(NC(C)CCc3ccccc3)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,False,,,5.017728766960431,,,
CCN(CC)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,False,,,6.3979400086720375,,6.136677139879544,
CCN(CCCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C(=O)C1CCN(c2ccncc2)CC1,False,,,6.920818753952375,,,
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OC,False,4.522878745280337,,,,,
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccc(Cl)cc1,False,4.7447274948966935,,,,,
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,False,4.7447274948966935,,,,,
CCN(Cc1cc[n+](C)cc1)C(=O)c1cc2ccccc2n1Cc1cccc(C(=N)N)c1.O=C([O-])C(F)(F)F,False,,,6.301029995663981,,,
CCN(Cc1ccccc1)C(=O)c1cc(Cl)cc(OCCCON=C(N)N)c1,False,,,,,7.040958607678906,
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,False,6.0,,,,,
CCN(Cc1ccncc1)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,False,,,7.568636235841013,,,
CCN(Cc1ccncc1)C(=O)c1cc(Cl)cc(OCCCON=C(N)N)c1,False,,,,,5.795880017344075,
CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NC(C)CO1,False,,,10.508638306165729,,6.236572006437063,
CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,False,,,10.920818753952377,,6.327902142064283,
CCN([C@H]1CCN(Cc2cccc(C(=N)N)c2)C1=O)S(=O)(=O)c1ccc2ccc(OC)cc2c1,False,,,7.366531544420414,,6.055517327849832,
CCN(c1cc(-c2ccc(OCCOC)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,False,5.5,,,,,
CCN(c1cc(C#CC2CCN(C)CC2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,False,5.621133663043275,,,,,
CCN(c1cc(C#CCN2CCOCC2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)CCOC)CC1,False,5.5,,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nnc(COC)o2)cc1,False,,4.301029995663981,,,,
CCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,False,4.045757490560675,,,,,
CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(C)(C)C=N1,False,5.0,,,,,
CCN1C(=O)/C(=C/N(C(C)=O)c2ccccc2)N(c2ccccc2)C1=S,False,,,,,4.301029995663981,
CCN1C(=O)/C(=C\c2ccco2)C(C(=O)OC)=C1C,False,,4.301029995663981,,,,
CCN1C(=O)CN(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1=O,False,4.958607314841775,,,,,
CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)c(F)c21,False,5.045757490560675,,,,,
CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21,False,4.853871964321762,,,,,
CCN1C(=O)N(CC)C1=O,False,,,,,5.251811972993799,
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,False,4.6020599913279625,,,,,
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3c(c21)CC(=O)N3,False,4.6020599913279625,,,,,
CCN1C(=O)c2[nH]nc(C(=O)OC)c2C1=O,False,,4.301029995663981,,,,
CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,False,4.3979400086720375,,,,,
CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2F)C1,False,5.490259984429618,,,,,
CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,False,4.744920557572424,,,,,
CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)CC1,False,4.301029995663981,,,,,
CCN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,False,,,7.744727494896693,,5.715899137966503,
CCN1CCC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1,False,4.3979400086720375,,,,,
CCN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O)CC1,False,5.0,,,,,
CCN1CCC(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,False,5.3979400086720375,,,,,
CCN1CCC[C@@H](Nc2ccc(-c3c(C)cc(C(F)(F)F)cc3O)nn2)C1,False,4.6020599913279625,,,,,
CCN1CCC[C@H]1CNC(=O)c1cn(C2CCCC2)c(=O)c2c1c1ccccc1n2C,False,4.698970004336019,,,,,
CCN1CCN(C(=O)/C=C/c2c(F)cccc2Cl)CC1,False,,4.301029995663981,,,,
CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,False,4.6020599913279625,,,,,
CCN1CCN(C(=O)c2cc(Oc3c(F)c(F)c(F)c(F)c3F)cc(C(=O)N3CCN(CC)CC3)c2)CC1,False,,,,,4.301029995663981,
CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,False,5.0,,,,,
CCN1CCN(CC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,False,,,,,4.301029995663981,
CCN1CCN(CCCn2cc(-c3ccc4c(c3)ncn4-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)cn2)CC1,False,5.619788758288394,,,,,
CCN1CCN(Cc2ccc3cc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)OCCO6)ccc4F)ccc3n2)CC1,False,5.0,,,,,
CCN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cc3)c2Cl)CC1,False,,,8.795880017344075,,5.301029995663981,
CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1,False,4.698970004336019,,,,,
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,False,5.0,,,,,
CCN1CCN(c2ccc3c(c2)OC[C@H]2[C@H](CNC(=O)c4ccc(Cl)s4)OC(=O)N32)C(=O)C1,False,,,4.802168306671097,,,
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1,False,,,7.920818753952375,,,
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,False,,,7.443697499232712,,,
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,False,,,7.173925197299173,,,
CCN1CCN=C1c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,8.221848749616356,,,
CCN1CCN=C1c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,7.1938200260161125,,,
CCN1CC[C@@H](NS(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)[C@@H](F)C1,False,5.0,,,,,
CCN1CC[C@H](c2ccccc2)C[C@@H]1C(=O)N[C@@H](C)C(=O)NCc1ccc(N)nc1C,False,,,,,4.6020599913279625,
CCN1CCc2c(N)nn(C(=O)C3CCNc4c(C)cc(F)cc43)c2C1,False,,5.346787486224656,,,,
CCN1CCc2c(N)nn(C(=O)C3CCNc4c(C)cccc43)c2C1,False,,4.301029995663981,,,,
CCN1CCc2c(N)nn(C(=O)C3CCNc4ccc(Cl)cc43)c2C1,False,,4.6777807052660805,,,,
CCN1CCc2c(N)nn(C(=O)C3CCNc4ccc(F)cc43)c2C1,False,,4.920818753952375,,,,
CCN1CCc2c(N)nn(C(=O)C3CCNc4ccccc43)c2C1,False,,5.823908740944319,,,4.301029995663981,
CCN1CCc2c(c(N)nn2C(=O)C2CCNc3ccccc32)C1,False,,4.301029995663981,,,4.096910013008056,
CCN1CCc2c(nn(C(=O)C3CCNc4ccc(Cl)cc43)c2N)C1,False,,7.301029995663981,,,4.698970004336019,
CCN1CCc2c(nn(C(=O)C3CCNc4ccc(F)cc43)c2N)C1,False,,7.522878745280337,,,4.0,
CCN1CCc2c(nn(C(=O)C3CCNc4ccccc43)c2N)C1,False,,6.823908740944319,,,4.3979400086720375,
CCN1CCc2c(nn(C(=O)[C@@H]3CCNc4c(C)cc(F)cc43)c2N)C1,False,,5.346787486224656,,,,
CCN1CCc2c(nn(C(=O)[C@@H]3CCNc4c(C)cccc43)c2N)C1,False,,5.096910013008056,,,,
CCN1CCc2c(nn(C(=O)[C@@H]3CCNc4ccc(F)cc43)c2N)C1,False,,5.0,,,,
CCN1CCc2c(nn(C(=O)[C@H]3CCNc4c(C)cc(F)cc43)c2N)C1,False,,8.0,,,4.045757490560675,
CCN1CCc2c(nn(C(=O)[C@H]3CCNc4c(C)cccc43)c2N)C1,False,,7.698970004336019,,,4.0,
CCN1CCc2c(nn(C(=O)[C@H]3CCNc4ccc(F)cc43)c2N)C1,False,,7.522878745280337,,,4.1249387366083,
CCN1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3C(N)=O)sc2C1,False,,,6.958607314841775,,,
CCN1CCc2nc(C(=O)Nc3cc(C(=O)O)ccc3CNC(=O)c3ccc(Cl)s3)sc2C1,False,,,8.309803919971486,,,
CCN1CCc2nn(C(=O)C3CCNc4ccccc43)c(N)c2C1,False,,5.886056647693163,,,4.0,
CCN1C[C@@H](Cc2ccc(Cl)c(Br)c2)C[C@@H]1C(=O)N[C@@H](C)C(=O)NCc1ccc(N)nc1C,False,,,,,4.6020599913279625,
CCN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,False,5.301029995663981,,,,,
CCN1C[C@H](OCc2ccccc2)C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)CCl,False,,,,,5.0655015487564325,
CCN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,False,5.301029995663981,,,,,
CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2ccc(F)nc21,False,5.221848749616356,,,,,
CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2cccnc21,False,5.0,,,,,
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,False,5.585026652029182,,,,,
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,False,5.346787486224656,,,,,
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,False,5.130768280269024,,,,,
CCNC(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,False,,,7.031517051446065,,,
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cc(C(F)(F)F)c(N)c1=O,False,,,,,8.070581074285707,
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,False,,,,,10.397940008672036,
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cnc(N)c1=O,False,,,,,7.920818753952375,
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O,False,,,,,10.154901959985745,
CCNC(=O)COc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C1CCCCC1,False,,,,,9.130768280269024,
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,False,4.361182017150025,,,,,
CCNC(=O)Cn1/c(=N\C(=N)N)sc2cc(O)ccc21,False,,,,,2.5636782998602667,
CCNC(=O)Cn1cnc(C)c1Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,False,,,,,8.698970004336019,
CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,False,,,9.853871964321762,,,
CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,False,,,10.69897000433602,,6.346787486224656,
CCNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1S(C)(=O)=O,False,4.301029995663981,,,,,
CCNC(=O)N1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3cc(-c4cccc(C(=O)N(CC)CC)c4)ccc3C[C@@H]21,False,,,4.0,,5.522878745280337,
CCNC(=O)N1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3ccc(-c4cccc(C(=O)N(CC)CC)c4)cc3C[C@@H]21,False,,,5.251811972993799,,5.251811972993799,
CCNC(=O)N1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1,False,,,8.10790539730952,,,
CCNC(=O)NC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,False,,,5.051098239029786,,,
CCNC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,False,,,7.161150909262744,,5.200659450546418,
CCNC(=O)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,False,,,5.319664486585436,,,
CCNC(=O)NCCC1CCN(C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c2cccc3c2NCC(C)(C)C3)CC1,False,,,,,7.187086643357144,
CCNC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,False,,,6.443697499232712,,,
CCNC(=O)Oc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,False,,,,,9.130768280269024,
